Sigla,Código,Município,Programa Bolsa Família (PBF) - número de benefícios em dezembro (2021),Programa Bolsa Família (PBF) - valor total dos benefícios em dezembro (2021),
SP,3500808,Alfredo Marcondes,169,35.152,
SP,3500907,Altair,152,26.759,
SP,3501004,Altinópolis,689,197.443,
SP,3501103,Alto Alegre,183,45.343,
SP,3501152,Alumínio,576,120.63,
SP,3501202,Álvares Florence,120,24.38,
SP,3501301,Álvares Machado,1226,255.71,
SP,3501400,Álvaro de Carvalho,208,58.532,
SP,3501509,Alvinlândia,127,24.166,
SP,3501608,Americana,3976,917.754,
SP,3501707,Américo Brasiliense,1018,219.643,
SP,3501806,Américo de Campos,215,42.766,
SP,3501905,Amparo,1025,211.483,
SP,3502002,Analândia,172,47.936,
SP,3502101,Andradina,2038,475.437,
SP,3502200,Angatuba,895,164.426,
SP,3502309,Anhembi,352,78.839,
SP,3502408,Anhumas,147,26.574,
SP,3502507,Aparecida,900,185.678,
SP,3502606,Aparecida d'Oeste,283,65.795,
SP,3502705,Apiaí,2099,441.567,
SP,3502754,Araçariguama,862,211.687,
SP,3502804,Araçatuba,5330,1082.58,
SP,3502903,Araçoiaba da Serra,1034,226.017,
SP,3503000,Aramina,187,44.57,
SP,3503109,Arandu,305,67.319,
SP,3503158,Arapeí,189,44.945,
SP,3503208,Araraquara,5058,1028.554,
SP,3503307,Araras,4504,1062.001,
SP,3503356,Arco-Íris,135,33.487,
SP,3503406,Arealva,299,65.652,
SP,3503505,Areias,327,76.139,
SP,3503604,Areiópolis,381,83.473,
SP,3503703,Ariranha,209,39.759,
SP,3503802,Artur Nogueira,1186,231.831,
SP,3503901,Arujá,3926,839.939,
SP,3503950,Aspásia,81,18.439,
SP,3504008,Assis,2464,468.96,
SP,3504107,Atibaia,3731,795.328,
SP,3504206,Auriflama,165,29.806,
SP,3504305,Avaí,357,80.629,
SP,3504404,Avanhandava,796,174.024,
SP,3504503,Avaré,2518,533.706,
SP,3504602,Bady Bassitt,284,63.983,
SP,3504701,Balbinos,88,24.677,
SP,3504800,Bálsamo,176,33.886,
SP,3504909,Bananal,648,126.421,
SP,3505005,Barão de Antonina,225,46.74,
SP,3505104,Barbosa,352,86.502,
SP,3505203,Bariri,808,200.609,
SP,3505302,Barra Bonita,909,216.713,
SP,3505351,Barra do Chapéu,732,160.81,
SP,3505401,Barra do Turvo,796,151.564,
SP,3505500,Barretos,3034,695.63,
SP,3505609,Barrinha,1544,420.502,
SP,3505708,Barueri,10970,2319.922,
SP,3505807,Bastos,453,76.432,
SP,3505906,Batatais,2032,473.029,
SP,3506003,Bauru,10162,2096.117,
SP,3506102,Bebedouro,2353,534.567,
SP,3506201,Bento de Abreu,112,28.366,
SP,3506300,Bernardino de Campos,477,125.851,
SP,3506359,Bertioga,2786,666.332,
SP,3506409,Bilac,163,33.471,
SP,3506508,Birigui,2412,526.637,
SP,3506607,Biritiba-Mirim,1912,399.495,
SP,3506706,Boa Esperança do Sul,745,183.114,
SP,3506805,Bocaina,283,68.58,
SP,3506904,Bofete,501,113.591,
SP,3507001,Boituva,1575,291.699,
SP,3507100,Bom Jesus dos Perdões,1259,272.966,
SP,3507159,Bom Sucesso de Itararé,362,67.771,
SP,3507209,Borá,36,7.027,
SP,3507308,Boracéia,236,65.452,
SP,3507407,Borborema,472,98.842,
SP,3507456,Borebi,108,24.389,
SP,3507506,Botucatu,4076,836.85,
SP,3507605,Bragança Paulista,4553,884.939,
SP,3507704,Braúna,333,86.53,
SP,3507753,Brejo Alegre,181,38.407,
SP,3507803,Brodowski,604,117.357,
SP,3507902,Brotas,475,92.498,
SP,3508009,Buri,1876,494.498,
SP,3508108,Buritama,904,194.606,
SP,3508207,Buritizal,177,39.529,
SP,3508306,Cabrália Paulista,206,41.152,
SP,3508405,Cabreúva,1177,270.201,
SP,3508504,Caçapava,3107,647.092,
SP,3508603,Cachoeira Paulista,1777,517.901,
SP,3508702,Caconde,1083,280.994,
SP,3508801,Cafelândia,469,89.831,
SP,3508900,Caiabu,153,31.26,
SP,3509007,Caieiras,2309,486.442,
SP,3509106,Caiuá,437,88.738,
SP,3509205,Cajamar,5365,1392.144,
SP,3509254,Cajati,1664,350.734,
SP,3509304,Cajobi,447,111.778,
SP,3509403,Cajuru,990,235.898,
SP,3509452,Campina do Monte Alegre,357,76.755,
SP,3509502,Campinas,39066,8530.715,
SP,3509601,Campo Limpo Paulista,2689,623.432,
SP,3509700,Campos do Jordão,1057,187.087,
SP,3509809,Campos Novos Paulista,308,60.071,
SP,3509908,Cananéia,664,130.577,
SP,3509957,Canas,402,119.285,
SP,3510005,Cândido Mota,954,164.723,
SP,3510104,Cândido Rodrigues,80,18.808,
SP,3510153,Canitar,283,66.565,
SP,3510203,Capão Bonito,3505,701.094,
SP,3510302,Capela do Alto,1072,269.288,
SP,3510401,Capivari,2447,613.564,
SP,3510500,Caraguatatuba,5645,1149.289,
SP,3510609,Carapicuíba,22197,5274.047,
SP,3510708,Cardoso,289,49.084,
SP,3510807,Casa Branca,1337,295.744,
SP,3510906,Cássia dos Coqueiros,99,20.373,
SP,3511003,Castilho,717,147.608,
SP,3511102,Catanduva,2040,426.95,
SP,3511201,Catiguá,191,42.591,
SP,3511300,Cedral,148,30.942,
SP,3511409,Cerqueira César,712,154.401,
SP,3511508,Cerquilho,609,143.954,
SP,3511607,Cesário Lange,323,61.939,
SP,3511706,Charqueada,617,161.419,
SP,3511904,Clementina,272,57.44,
SP,3512001,Colina,712,155.04,
SP,3512100,Colômbia,432,105.275,
SP,3512209,Conchal,1425,342.125,
SP,3512308,Conchas,648,146.372,
SP,3512407,Cordeirópolis,561,96.51,
SP,3512506,Coroados,201,50.692,
SP,3512605,Coronel Macedo,295,54.377,
SP,3512704,Corumbataí,157,34.605,
SP,3512803,Cosmópolis,1458,282.836,
SP,3512902,Cosmorama,393,93.948,
SP,3513009,Cotia,6536,1474.281,
SP,3513108,Cravinhos,1291,333.702,
SP,3513207,Cristais Paulista,227,47.058,
SP,3513306,Cruzália,86,17.993,
SP,3513405,Cruzeiro,2955,539.365,
SP,3513504,Cubatão,6247,1308.885,
SP,3513603,Cunha,1717,316.549,
SP,3513702,Descalvado,633,117.24,
SP,3513801,Diadema,18465,4043.344,
SP,3513850,Dirce Reis,52,10.237,
SP,3513900,Divinolândia,501,114.729,
SP,3514007,Dobrada,394,95.04,
SP,3514106,Dois Córregos,954,215.727,
SP,3514205,Dolcinópolis,75,17.02,
SP,3514304,Dourado,398,97.152,
SP,3514403,Dracena,912,169.524,
SP,3514502,Duartina,354,60.888,
SP,3514601,Dumont,289,59.77,
SP,3514700,Echaporã,420,104.488,
SP,3514809,Eldorado,1121,242.648,
SP,3514908,Elias Fausto,899,266.851,
SP,3514924,Elisiário,134,37.213,
SP,3514957,Embaúba,60,12.226,
SP,3515004,Embu,14953,3193.011,
SP,3515103,Embu-Guaçu,4226,1005.884,
SP,3515129,Emilianópolis,136,25.2,
SP,3515152,Engenheiro Coelho,624,125.458,
SP,3515186,Espírito Santo do Pinhal,898,193.941,
SP,3515194,Espírito Santo do Turvo,109,20.272,
SP,3515202,Estrela d'Oeste,233,55.852,
SP,3515301,Estrela do Norte,102,20.818,
SP,3515350,Euclides da Cunha Paulista,747,155.585,
SP,3515400,Fartura,604,139.628,
SP,3515509,Fernandópolis,1913,464.077,
SP,3515608,Fernando Prestes,117,23.587,
SP,3515657,Fernão,78,14.687,
SP,3515707,Ferraz de Vasconcelos,9189,2271.912,
SP,3515806,Flora Rica,63,12.969,
SP,3515905,Floreal,93,21.803,
SP,3516002,Flórida Paulista,597,130.748,
SP,3516101,Florínia,217,47.456,
SP,3516200,Franca,8261,1799.995,
SP,3516309,Francisco Morato,12210,2775.953,
SP,3516408,Franco da Rocha,7440,1832.982,
SP,3516507,Gabriel Monteiro,51,12.457,
SP,3516606,Gália,175,33.319,
SP,3516705,Garça,1904,379.48,
SP,3516804,Gastão Vidigal,81,14.824,
SP,3516853,Gavião Peixoto,143,28.98,
SP,3516903,General Salgado,289,59.309,
SP,3517000,Getulina,505,101.273,
SP,3517109,Glicério,197,50.435,
SP,3517208,Guaiçara,359,85.357,
SP,3517307,Guaimbê,392,80.183,
SP,3517406,Guaíra,1439,290.739,
SP,3517505,Guapiaçu,430,96.534,
SP,3517604,Guapiara,1207,239.168,
SP,3517703,Guará,938,223.943,
SP,3517802,Guaraçaí,308,66.956,
SP,3517901,Guaraci,537,115.969,
SP,3518008,Guarani d'Oeste,99,19.855,
SP,3518107,Guarantã,434,81.89,
SP,3518206,Guararapes,818,153.12,
SP,3518305,Guararema,1584,401.619,
SP,3518404,Guaratinguetá,3744,905.512,
SP,3518503,Guareí,380,79.318,
SP,3518602,Guariba,1277,264.044,
SP,3518701,Guarujá,10139,1983.958,
SP,3518800,Guarulhos,59444,11973.491,
SP,3518859,Guatapará,420,110.798,
SP,3518909,Guzolândia,201,37.502,
SP,3519006,Herculândia,557,107.004,
SP,3519055,Holambra,124,30.717,
SP,3519071,Hortolândia,8271,2018.389,
SP,3519105,Iacanga,422,103.127,
SP,3519204,Iacri,271,57.157,
SP,3519253,Iaras,375,83.121,
SP,3519303,Ibaté,1736,386.829,
SP,3519402,Ibirá,397,87.73,
SP,3519501,Ibirarema,616,160.254,
SP,3519600,Ibitinga,1750,333.135,
SP,3519709,Ibiúna,3569,890.191,
SP,3519808,Icém,298,67.083,
SP,3519907,Iepê,430,98.84,
SP,3520004,Igaraçu do Tietê,1246,305.94,
SP,3520103,Igarapava,725,138.684,
SP,3520202,Igaratá,541,119.051,
SP,3520301,Iguape,2508,555.22,
SP,3520400,Ilhabela,901,182.371,
SP,3520426,Ilha Comprida,784,175.512,
SP,3520442,Ilha Solteira,385,79.037,
SP,3520509,Indaiatuba,2988,537.619,
SP,3520608,Indiana,221,48.87,
SP,3520707,Indiaporã,206,42.217,
SP,3520806,Inúbia Paulista,98,20.663,
SP,3520905,Ipaussu,539,131.967,
SP,3521002,Iperó,1299,268.252,
SP,3521101,Ipeúna,196,44.709,
SP,3521150,Ipiguá,185,38.961,
SP,3521200,Iporanga,440,106.332,
SP,3521309,Ipuã,583,129.742,
SP,3521408,Iracemápolis,447,105.228,
SP,3521507,Irapuã,311,77.703,
SP,3521606,Irapuru,382,83.3,
SP,3521705,Itaberá,1574,293.519,
SP,3521804,Itaí,838,160.226,
SP,3521903,Itajobi,448,99.768,
SP,3522000,Itaju,93,22.029,
SP,3522109,Itanhaém,8350,1995.844,
SP,3522158,Itaóca,387,68.349,
SP,3522208,Itapecerica da Serra,7897,1602.579,
SP,3522307,Itapetininga,5720,1128.388,
SP,3522406,Itapeva,4406,756.459,
SP,3522505,Itapevi,11944,2651.662,
SP,3522604,Itapira,1832,368.444,
SP,3522653,Itapirapuã Paulista,541,104.144,
SP,3522703,Itápolis,532,116.506,
SP,3522802,Itaporanga,1177,235.197,
SP,3522901,Itapuí,450,107.99,
SP,3523008,Itapura,307,70.693,
SP,3523107,Itaquaquecetuba,18129,3479.729,
SP,3523206,Itararé,3140,646.551,
SP,3523305,Itariri,1045,244.58,
SP,3523404,Itatiba,2380,494.877,
SP,3523503,Itatinga,859,216.259,
SP,3523602,Itirapina,603,157.25,
SP,3523701,Itirapuã,572,175.562,
SP,3523800,Itobi,276,54.385,
SP,3523909,Itu,5207,1131.016,
SP,3524006,Itupeva,1650,354.94,
SP,3524105,Ituverava,1274,304.193,
SP,3524204,Jaborandi,268,50.965,
SP,3524303,Jaboticabal,2543,529.704,
SP,3524402,Jacareí,7047,1412.398,
SP,3524501,Jaci,175,37.442,
SP,3524600,Jacupiranga,1116,238.508,
SP,3524709,Jaguariúna,1134,278.17,
SP,3524808,Jales,1308,261.532,
SP,3524907,Jambeiro,216,52.376,
SP,3525003,Jandira,2896,424.96,
SP,3525102,Jardinópolis,1596,339.736,
SP,3525201,Jarinu,1050,226.017,
SP,3525300,Jaú,2528,505.862,
SP,3525409,Jeriquara,173,40.43,
SP,3525508,Joanópolis,334,71.228,
SP,3525607,João Ramalho,202,48.81,
SP,3525706,José Bonifácio,505,90.028,
SP,3525805,Júlio Mesquita,306,60.951,
SP,3525854,Jumirim,78,20.201,
SP,3525904,Jundiaí,5280,1050.546,
SP,3526001,Junqueirópolis,738,185.21,
SP,3526100,Juquiá,1115,241.025,
SP,3526209,Juquitiba,2219,415.242,
SP,3526308,Lagoinha,342,71.488,
SP,3526407,Laranjal Paulista,942,236.797,
SP,3526506,Lavínia,165,40.736,
SP,3526605,Lavrinhas,549,137.113,
SP,3526704,Leme,2954,592.701,
SP,3526803,Lençóis Paulista,1335,271.425,
SP,3526902,Limeira,10061,2634.446,
SP,3527009,Lindóia,166,35.145,
SP,3527108,Lins,1816,337.812,
SP,3527207,Lorena,3203,608.88,
SP,3527256,Lourdes,93,24.355,
SP,3527306,Louveira,1092,259.546,
SP,3527405,Lucélia,827,192.377,
SP,3527504,Lucianópolis,62,14.015,
SP,3527603,Luís Antônio,516,122.477,
SP,3527702,Luiziânia,228,52.397,
SP,3527801,Lupércio,168,32.575,
SP,3527900,Lutécia,139,26.763,
SP,3528007,Macatuba,312,57.958,
SP,3528106,Macaubal,340,63.887,
SP,3528205,Macedônia,107,21.016,
SP,3528304,Magda,86,17.956,
SP,3528403,Mairinque,1797,346.98,
SP,3528502,Mairiporã,3655,676.281,
SP,3528601,Manduri,280,62.44,
SP,3528700,Marabá Paulista,307,70.41,
SP,3528809,Maracaí,543,100.639,
SP,3528858,Marapoama,101,22.979,
SP,3528908,Mariápolis,206,45.693,
SP,3529005,Marília,6058,1282.738,
SP,3529104,Marinópolis,79,15.772,
SP,3529203,Martinópolis,1149,302.085,
SP,3529302,Matão,2358,516.347,
SP,3529401,Mauá,9164,1961.03,
SP,3529500,Mendonça,125,24.512,
SP,3529609,Meridiano,116,24.754,
SP,3529658,Mesópolis,60,12.221,
SP,3529708,Miguelópolis,1261,298.725,
SP,3529807,Mineiros do Tietê,528,106.251,
SP,3529906,Miracatu,1914,419.987,
SP,3530003,Mira Estrela,85,16.63,
SP,3530102,Mirandópolis,878,172.612,
SP,3530201,Mirante do Paranapanema,954,196.375,
SP,3530300,Mirassol,1358,254.705,
SP,3530409,Mirassolândia,179,34.412,
SP,3530508,Mococa,2112,468.111,
SP,3530607,Moji das Cruzes,22237,5617.684,
SP,3530706,Mogi Guaçu,3494,757.57,
SP,3530805,Moji-Mirim,1384,292.334,
SP,3530904,Mombuca,238,68.236,
SP,3531001,Monções,54,10.174,
SP,3531100,Mongaguá,3274,663.799,
SP,3531209,Monte Alegre do Sul,142,27.718,
SP,3531308,Monte Alto,727,126.148,
SP,3531407,Monte Aprazível,961,253.772,
SP,3531506,Monte Azul Paulista,513,97.146,
SP,3531605,Monte Castelo,179,36.202,
SP,3531704,Monteiro Lobato,201,45.939,
SP,3531803,Monte Mor,3890,833.865,
SP,3531902,Morro Agudo,1282,298.59,
SP,3532009,Morungaba,348,78.729,
SP,3532058,Motuca,199,48.252,
SP,3532108,Murutinga do Sul,287,77.698,
SP,3532157,Nantes,131,30.439,
SP,3532207,Narandiba,150,28.28,
SP,3532306,Natividade da Serra,359,68.727,
SP,3532405,Nazaré Paulista,1083,244.755,
SP,3532504,Neves Paulista,315,65.108,
SP,3532603,Nhandeara,327,69.366,
SP,3532702,Nipoã,265,59.695,
SP,3532801,Nova Aliança,189,38.264,
SP,3532827,Nova Campina,981,236.33,
SP,3532843,Nova Canaã Paulista,100,20.784,
SP,3532868,Nova Castilho,39,7.429,
SP,3532900,Nova Europa,333,71.458,
SP,3533007,Nova Granada,669,142.112,
SP,3533106,Nova Guataporanga,131,30.432,
SP,3533205,Nova Independência,295,82.378,
SP,3533254,Novais,161,34.065,
SP,3533304,Nova Luzitânia,136,31.394,
SP,3533403,Nova Odessa,1170,248.005,
SP,3533502,Novo Horizonte,1040,182.125,
SP,3533601,Nuporanga,235,61.067,
SP,3533700,Ocauçu,219,58.7,
SP,3533809,Óleo,109,26.847,
SP,3533908,Olímpia,1663,411.916,
SP,3534005,Onda Verde,102,19.385,
SP,3534104,Oriente,232,43.377,
SP,3534203,Orindiúva,65,11.855,
SP,3534302,Orlândia,980,209.79,
SP,3534401,Osasco,28635,6170.77,
SP,3534500,Oscar Bressane,110,24.276,
SP,3534609,Osvaldo Cruz,1102,198.171,
SP,3534708,Ourinhos,3074,634.613,
SP,3534757,Ouroeste,415,95.037,
SP,3534807,Ouro Verde,730,200.039,
SP,3534906,Pacaembu,414,90.248,
SP,3535002,Palestina,413,80.669,
SP,3535101,Palmares Paulista,247,49.07,
SP,3535200,Palmeira d'Oeste,322,75.112,
SP,3535309,Palmital,1021,229.901,
SP,3535408,Panorama,838,180.067,
SP,3535507,Paraguaçu Paulista,2314,504.613,
SP,3535606,Paraibuna,841,155.299,
SP,3535705,Paraíso,151,33.735,
SP,3535804,Paranapanema,864,161.584,
SP,3535903,Paranapuã,161,39.644,
SP,3536000,Parapuã,609,115.29,
SP,3536109,Pardinho,160,34.319,
SP,3536208,Pariquera-Açu,887,169.674,
SP,3536257,Parisi,126,30.385,
SP,3536307,Patrocínio Paulista,540,123.896,
SP,3536406,Paulicéia,524,121.933,
SP,3536505,Paulínia,2499,588.66,
SP,3536570,Paulistânia,81,18.763,
SP,3536604,Paulo de Faria,435,74.499,
SP,3536703,Pederneiras,1617,328.85,
SP,3536802,Pedra Bela,296,62.535,
SP,3536901,Pedranópolis,56,11.948,
SP,3537008,Pedregulho,895,238.145,
SP,3537107,Pedreira,987,179.555,
SP,3537156,Pedrinhas Paulista,102,25.041,
SP,3537206,Pedro de Toledo,881,187.674,
SP,3537305,Penápolis,1743,405.536,
SP,3537404,Pereira Barreto,698,132.865,
SP,3537503,Pereiras,237,50.363,
SP,3537602,Peruíbe,4580,875.929,
SP,3537701,Piacatu,123,21.778,
SP,3537800,Piedade,2560,512.477,
SP,3537909,Pilar do Sul,938,164.439,
SP,3538006,Pindamonhangaba,6928,1490.209,
SP,3538105,Pindorama,390,91.08,
SP,3538204,Pinhalzinho,449,91.921,
SP,3538303,Piquerobi,224,46.841,
SP,3538501,Piquete,632,130.503,
SP,3538600,Piracaia,1078,217.1,
SP,3538709,Piracicaba,10588,2370.485,
SP,3538808,Piraju,1074,302.263,
SP,3538907,Pirajuí,921,215.078,
SP,3539004,Pirangi,219,49.146,
SP,3539103,Pirapora do Bom Jesus,1052,281.892,
SP,3539202,Pirapozinho,577,93.194,
SP,3539301,Pirassununga,1547,328.999,
SP,3539400,Piratininga,292,66.998,
SP,3539509,Pitangueiras,1494,267.032,
SP,3539608,Planalto,197,37.824,
SP,3539707,Platina,239,62.066,
SP,3539806,Poá,5730,1445.723,
SP,3539905,Poloni,220,48.518,
SP,3540002,Pompéia,436,77.294,
SP,3540101,Pongaí,134,28.973,
SP,3540200,Pontal,1634,320.937,
SP,3540259,Pontalinda,146,33.895,
SP,3540309,Pontes Gestal,93,19.952,
SP,3540408,Populina,232,60.356,
SP,3540507,Porangaba,293,58.13,
SP,3540606,Porto Feliz,1133,245.945,
SP,3540705,Porto Ferreira,1317,277.875,
SP,3540754,Potim,1047,210.177,
SP,3540804,Potirendaba,311,60.971,
SP,3540853,Pracinha,145,33.13,
SP,3540903,Pradópolis,819,221.351,
SP,3541000,Praia Grande,7126,1497.435,
SP,3541059,Pratânia,409,93.928,
SP,3541109,Presidente Alves,146,31.132,
SP,3541208,Presidente Bernardes,416,72.483,
SP,3541307,Presidente Epitácio,1070,160.269,
SP,3541406,Presidente Prudente,5812,1137.503,
SP,3541505,Presidente Venceslau,1161,208.101,
SP,3541604,Promissão,1026,198.503,
SP,3541653,Quadra,217,56.364,
SP,3541703,Quatá,645,150.903,
SP,3541802,Queiroz,131,27.38,
SP,3541901,Queluz,487,116.84,
SP,3542008,Quintana,365,85.923,
SP,3542107,Rafard,303,82.772,
SP,3542206,Rancharia,1175,256.122,
SP,3542305,Redenção da Serra,390,97.611,
SP,3542404,Regente Feijó,459,93.262,
SP,3542503,Reginópolis,138,26.707,
SP,3542602,Registro,3263,701.461,
SP,3542701,Restinga,353,80.634,
SP,3542800,Ribeira,374,75.39,
SP,3542909,Ribeirão Bonito,421,118.365,
SP,3543006,Ribeirão Branco,1702,347.578,
SP,3543105,Ribeirão Corrente,237,53.212,
SP,3543204,Ribeirão do Sul,220,46.162,
SP,3543238,Ribeirão dos Índios,129,23.742,
SP,3543253,Ribeirão Grande,485,100.877,
SP,3543303,Ribeirão Pires,3904,827.793,
SP,3543402,Ribeirão Preto,13208,2938.767,
SP,3543501,Riversul,616,127.099,
SP,3543600,Rifaina,124,26.345,
SP,3543709,Rincão,478,122.008,
SP,3543808,Rinópolis,185,35.496,
SP,3543907,Rio Claro,4212,885.359,
SP,3544004,Rio das Pedras,550,143.148,
SP,3544103,Rio Grande da Serra,2188,456.106,
SP,3544202,Riolândia,516,123.096,
SP,3544251,Rosana,1060,204.419,
SP,3544301,Roseira,567,147.947,
SP,3544400,Rubiácea,120,28.087,
SP,3544509,Rubinéia,98,20.633,
SP,3544608,Sabino,244,51.846,
SP,3544707,Sagres,126,27.366,
SP,3544806,Sales,354,71.878,
SP,3544905,Sales Oliveira,224,51.404,
SP,3545001,Salesópolis,741,134.521,
SP,3545100,Salmourão,227,55.351,
SP,3545159,Saltinho,63,14.959,
SP,3545209,Salto,2415,575.692,
SP,3545308,Salto de Pirapora,1670,334.961,
SP,3545407,Salto Grande,485,93.975,
SP,3545506,Sandovalina,217,51.878,
SP,3545605,Santa Adélia,444,97.673,
SP,3545704,Santa Albertina,123,21.895,
SP,3545803,Santa Bárbara d'Oeste,3040,690.165,
SP,3546009,Santa Branca,799,191.327,
SP,3546108,Santa Clara d'Oeste,79,20.394,
SP,3546207,Santa Cruz da Conceição,103,26.135,
SP,3546256,Santa Cruz da Esperança,59,10.442,
SP,3546306,Santa Cruz das Palmeiras,706,126.656,
SP,3546405,Santa Cruz do Rio Pardo,1232,291.003,
SP,3546504,Santa Ernestina,357,83.703,
SP,3546603,Santa Fé do Sul,772,185.65,
SP,3546702,Santa Gertrudes,366,77.726,
SP,3546801,Santa Isabel,2429,507.99,
SP,3546900,Santa Lúcia,152,32.656,
SP,3547007,Santa Maria da Serra,322,75.366,
SP,3547106,Santa Mercedes,145,32.446,
SP,3547205,Santana da Ponte Pensa,40,6.271,
SP,3547304,Santana de Parnaíba,4467,1029,
SP,3547403,Santa Rita d'Oeste,36,7.877,
SP,3547502,Santa Rita do Passa Quatro,737,157.255,
SP,3547601,Santa Rosa de Viterbo,772,147.023,
SP,3547650,Santa Salete,41,7.82,
SP,3547700,Santo Anastácio,942,171.185,
SP,3547809,Santo André,22412,5189.255,
SP,3547908,Santo Antônio da Alegria,354,92.61,
SP,3548005,Santo Antônio de Posse,975,188.501,
SP,3548054,Santo Antônio do Aracanguá,333,79.897,
SP,3548104,Santo Antônio do Jardim,141,34.92,
SP,3548203,Santo Antônio do Pinhal,283,55.312,
SP,3548302,Santo Expedito,124,22.76,
SP,3548401,Santópolis do Aguapeí,212,48.933,
SP,3548500,Santos,8667,2114.009,
SP,3548609,São Bento do Sapucaí,432,89.293,
SP,3548708,São Bernardo do Campo,25747,5782.183,
SP,3548807,São Caetano do Sul,1200,234.32,
SP,3548906,São Carlos,6097,1377.208,
SP,3549003,São Francisco,104,17.594,
SP,3549102,São João da Boa Vista,1200,236.204,
SP,3549201,São João das Duas Pontes,79,17.016,
SP,3549250,São João de Iracema,56,11.784,
SP,3549300,São João do Pau d'Alho,92,19.422,
SP,3549409,São Joaquim da Barra,794,135.57,
SP,3549508,São José da Bela Vista,616,172.34,
SP,3549607,São José do Barreiro,407,89.501,
SP,3549706,São José do Rio Pardo,1934,517.769,
SP,3549805,São José do Rio Preto,10889,2467.685,
SP,3549904,São José dos Campos,22605,5602.211,
SP,3549953,São Lourenço da Serra,1077,253.861,
